active date,change type,delete date,event,event object id,last change type,notify date,object,state,type
2025-01-01T18:35:29.000Z,new,,1776208,402590,new,,330,active,vehicle
2025-01-02T10:52:37.000Z,new,,1709944,402591,new,,Classroom,active,vehicle
2025-01-02T11:37:46.000Z,new,,1773335,402592,new,,327,active,vehicle
2025-01-02T11:38:03.000Z,new,,1768498,402593,new,,350,active,vehicle
2025-01-02T11:38:23.000Z,new,,1783150,402594,new,,350,active,vehicle
2025-01-02T11:46:20.000Z,new,,1765986,402595,new,,376,active,vehicle
2025-01-02T11:47:47.000Z,new,2025-01-02T11:47:19.000Z,1758073,402597,new,,384,active,vehicle
2025-01-02T11:47:02.000Z,new,,1766054,402598,new,,376,active,vehicle
2025-01-02T11:47:30.000Z,new,,1780654,402600,new,,376,active,vehicle
2025-01-02T11:47:38.000Z,new,,1780654,402601,new,,33804,active,vehicle
2025-01-02T11:47:54.000Z,new,,1758073,402603,new,,33795,active,vehicle
2025-01-02T11:56:51.000Z,new,,1768011,402604,new,,343,active,vehicle
2025-01-02T11:57:01.000Z,new,,1768011,402605,new,,33808,active,vehicle
2025-01-02T12:00:31.000Z,new,,1761010,402606,new,,367,active,vehicle
2025-01-02T12:00:48.000Z,new,,1761010,402607,new,,31533,active,vehicle
2025-01-02T12:04:02.000Z,new,,1748361,402608,new,,327,active,vehicle
2025-01-02T12:04:09.000Z,new,,1748361,402609,new,,33805,active,vehicle
2025-01-02T12:05:47.000Z,new,,1726043,402610,new,,327,active,vehicle
2025-01-02T12:05:57.000Z,new,,1739405,402611,new,,325,active,vehicle
2025-01-02T12:06:10.000Z,new,,1739405,402612,new,,31520 (Loaded Trailer),active,vehicle
2025-01-02T12:06:44.000Z,new,,1766934,402613,new,,330,active,vehicle
2025-01-02T12:06:56.000Z,new,,1766934,402614,new,,31620,active,vehicle
2025-01-02T12:08:35.000Z,new,,1734987,402615,new,,331,active,vehicle
2025-01-02T12:08:50.000Z,new,,1734987,402616,new,,33902,active,vehicle
2025-01-02T12:17:37.000Z,new,,1768619,402618,new,,358,active,vehicle
2025-01-02T12:17:47.000Z,new,,1768619,402619,new,,31642 (Loaded Trailer),active,vehicle
2025-01-02T12:19:48.000Z,new,,1732178,402620,new,,EX31,active,vehicle
2025-01-02T12:20:39.000Z,new,,1753576,402621,new,,346,active,vehicle
2025-01-02T12:20:45.000Z,new,,1753576,402622,new,,33901,active,vehicle
2025-01-02T12:22:38.000Z,new,,1767952,402623,new,,343,active,vehicle
2025-01-02T12:22:50.000Z,new,,1767952,402624,new,,33808,active,vehicle
2025-01-02T12:24:22.000Z,new,,1732181,402625,new,,Observation,active,vehicle
2025-01-02T12:24:27.000Z,new,,1691726,402626,new,,Classroom,active,vehicle
2025-01-02T12:25:26.000Z,new,,1732182,402627,new,,Observation,active,vehicle
2025-01-02T12:28:12.000Z,new,,1775215,402633,new,,911,active,vehicle
2025-01-02T12:35:14.000Z,new,,1759929,402635,new,,387,active,vehicle
2025-01-02T12:35:54.000Z,new,,1759929,402636,new,,31958,active,vehicle
2025-01-02T12:36:12.000Z,new,,1788216,402637,new,,331,active,vehicle
2025-01-02T12:36:17.000Z,new,,1788216,402638,new,,33902,active,vehicle
2025-01-02T12:37:24.000Z,new,,1775458,402639,new,,346,active,vehicle
2025-01-02T12:37:30.000Z,new,,1775458,402640,new,,33901,active,vehicle
2025-01-02T12:37:49.000Z,new,,1734662,402641,new,,4004,active,vehicle
2025-01-02T12:38:38.000Z,new,,1734662,402642,new,,42802,active,vehicle
2025-01-02T12:40:59.000Z,new,,1761380,402643,new,,361,active,vehicle
2025-01-02T12:41:20.000Z,new,,1761380,402644,new,,33793,active,vehicle
2025-01-02T12:48:38.000Z,new,,1692796,402657,new,,406,active,vehicle
2025-01-02T12:48:53.000Z,new,,1692796,402662,new,,33821,active,vehicle
2025-01-02T13:01:14.000Z,new,,1767268,402672,new,,BD33,active,vehicle
2025-01-02T13:01:33.000Z,new,,1767275,402673,new,,BH27,active,vehicle
2025-01-02T13:01:54.000Z,new,,1770208,402674,new,,EX15,active,vehicle
2025-01-02T13:09:48.000Z,new,,1776222,402675,new,,355,active,vehicle
2025-01-02T13:30:11.000Z,new,,1763038,402692,new,,392,active,vehicle
2025-01-02T13:30:23.000Z,new,,1763038,402693,new,,31987,active,vehicle
2025-01-02T13:39:34.000Z,new,,1771164,402694,new,,Observation,active,vehicle
2025-01-02T13:43:51.000Z,new,,1767853,402695,new,,368,active,vehicle
2025-01-02T13:43:58.000Z,new,,1767853,402696,new,,33835,active,vehicle
2025-01-02T13:47:59.000Z,new,,1788308,402699,new,,331,active,vehicle
2025-01-02T13:48:12.000Z,new,,1771288,402700,new,,GR37,active,vehicle
2025-01-02T13:55:24.000Z,new,,1771469,402708,new,,EX28,active,vehicle
2025-01-02T14:03:43.000Z,new,,1788310,402709,new,,902,active,vehicle
2025-01-02T14:04:28.000Z,new,,1749795,402710,new,,902,active,vehicle
2025-01-02T14:12:35.000Z,new,,1767338,402711,new,,BH20,active,vehicle
2025-01-02T14:13:11.000Z,new,,1673406,402712,new,,325,active,vehicle
2025-01-02T14:13:27.000Z,new,,1717621,402713,new,,325,active,vehicle
2025-01-02T14:17:47.000Z,new,,1767520,402714,new,,BD20,active,vehicle
2025-01-02T14:23:07.000Z,new,,1788308,402717,new,,33901,active,vehicle
2025-01-02T14:30:03.000Z,new,,1768084,402721,new,,343,active,vehicle
2025-01-02T14:30:55.000Z,new,,1768551,402723,new,,343,active,vehicle
2025-01-02T14:31:40.000Z,new,,1767980,402724,new,,343,active,vehicle
2025-01-02T14:31:53.000Z,new,,1767980,402725,new,,33808,active,vehicle
2025-01-02T14:33:15.000Z,new,,1768291,402726,new,,343,active,vehicle
2025-01-02T14:33:53.000Z,new,,1768549,402727,new,,343,active,vehicle
2025-01-02T14:50:07.000Z,new,,1756695,402735,new,,459,active,vehicle
2025-01-02T14:57:20.000Z,new,,1732525,402747,new,,Observation,active,vehicle
2025-01-02T14:57:36.000Z,new,,1788311,402748,new,,902,active,vehicle
2025-01-02T14:58:15.000Z,new,,1781578,402749,new,,EX31,active,vehicle
2025-01-02T14:59:45.000Z,new,,1761046,402752,new,,367,active,vehicle
2025-01-02T14:59:50.000Z,new,,1761046,402753,new,,31533,active,vehicle
2025-01-02T15:00:20.000Z,new,,1761128,402754,new,,367,active,vehicle
2025-01-02T15:00:26.000Z,new,,1761128,402755,new,,31533,active,vehicle
2025-01-02T15:00:59.000Z,new,,1761179,402756,new,,367,active,vehicle
2025-01-02T15:01:32.000Z,new,,1761049,402757,new,,367,active,vehicle
2025-01-02T15:01:41.000Z,new,,1761049,402758,new,,31533,active,vehicle
2025-01-02T15:02:17.000Z,new,,1739406,402759,new,,325,active,vehicle
2025-01-02T15:02:23.000Z,new,,1739406,402760,new,,33821,active,vehicle
2025-01-02T15:02:57.000Z,new,,1767260,402761,new,,EX15,active,vehicle
2025-01-02T15:03:05.000Z,new,,1763099,402762,new,,325,active,vehicle
2025-01-02T15:04:15.000Z,new,,1767187,402763,new,,330,active,vehicle
2025-01-02T15:04:40.000Z,new,,1774042,402764,new,,911,active,vehicle
2025-01-02T15:04:42.000Z,new,,1771608,402765,new,,902,active,vehicle
2025-01-02T15:05:02.000Z,new,,1766936,402766,new,,911,active,vehicle
2025-01-02T15:05:10.000Z,new,,1766936,402767,new,,33819 (Loaded Trailer),active,vehicle
2025-01-02T15:06:52.000Z,new,,1788419,402768,new,,346,active,vehicle
2025-01-02T15:06:54.000Z,new,,1732532,402769,new,,Observation,active,vehicle
2025-01-02T15:06:59.000Z,new,,1788419,402770,new,,33901,active,vehicle
2025-01-02T15:07:31.000Z,new,,1788420,402773,new,,346,active,vehicle
2025-01-02T15:07:36.000Z,new,,1788420,402774,new,,331,active,vehicle
2025-01-02T15:07:44.000Z,new,,1788420,402775,new,,338,active,vehicle
2025-01-02T15:11:07.000Z,new,,1733173,402779,new,,GR28,active,vehicle
2025-01-02T15:15:02.000Z,new,,1767187,402780,new,,31620,active,vehicle
2025-01-02T15:20:51.000Z,new,2025-01-02T15:20:34.000Z,1451750,402781,new,,331,active,vehicle
2025-01-02T15:21:01.000Z,new,,1451750,402784,new,,33902,active,vehicle
2025-01-02T15:25:57.000Z,new,,1768008,402785,new,,343,active,vehicle
2025-01-02T15:26:05.000Z,new,,1768008,402786,new,,33808,active,vehicle
2025-01-02T15:27:14.000Z,new,,1768018,402788,new,,343,active,vehicle
2025-01-02T15:27:29.000Z,new,,1756428,402789,new,,361,active,vehicle
2025-01-02T15:27:33.000Z,new,,1748362,402790,new,,327,active,vehicle
2025-01-02T15:27:44.000Z,new,,1748362,402792,new,,33801 (Loaded Trailer),active,vehicle
2025-01-02T15:29:37.000Z,new,,1756428,402797,new,,33793,active,vehicle
2025-01-02T15:30:08.000Z,new,,1748363,402799,new,,327,active,vehicle
2025-01-02T15:30:51.000Z,new,,1764700,402801,new,,EX37,active,vehicle
2025-01-02T15:33:15.000Z,new,,1739665,402803,new,,BH40,active,vehicle
2025-01-02T15:34:06.000Z,new,,1755074,402804,new,,BH40,active,vehicle
2025-01-02T15:34:59.000Z,new,,1426437,402806,new,,BH40,active,vehicle
2025-01-02T15:35:09.000Z,new,,1768542,402807,new,,358,active,vehicle
2025-01-02T15:35:26.000Z,new,,1768542,402808,new,,31642 (Loaded Trailer),active,vehicle
2025-01-02T15:50:56.000Z,new,,1761371,402827,new,,373,active,vehicle
2025-01-02T15:52:11.000Z,new,,1761371,402831,new,,31578 (Loaded Trailer),active,vehicle
2025-01-02T15:56:33.000Z,new,,1771493,402837,new,,Observation,active,vehicle
2025-01-02T16:01:17.000Z,new,,1771494,402842,new,,Observation,active,vehicle
2025-01-02T16:03:32.000Z,new,,1759697,402843,new,,387,active,vehicle
2025-01-02T16:04:31.000Z,new,,1771354,402845,new,,Observation,active,vehicle
2025-01-02T16:05:08.000Z,new,,1759540,402846,new,,387,active,vehicle
2025-01-02T16:05:17.000Z,new,,1759540,402847,new,,31958,active,vehicle
2025-01-02T16:06:03.000Z,new,,1776239,402851,new,,355,active,vehicle
2025-01-02T16:06:13.000Z,new,,1760140,402852,new,,387,active,vehicle
2025-01-02T16:06:19.000Z,new,,1760140,402853,new,,31958,active,vehicle
2025-01-02T16:07:30.000Z,new,,1761882,402856,new,,406,active,vehicle
2025-01-02T16:09:02.000Z,new,,1770689,402858,new,,Observation,active,vehicle
2025-01-02T16:09:46.000Z,new,,1692801,402859,new,,406,active,vehicle
2025-01-02T16:09:58.000Z,new,,1692801,402860,new,,33806 (Loaded Trailer),active,vehicle
2025-01-02T16:10:03.000Z,new,,1770684,402861,new,,BH35,active,vehicle
2025-01-02T16:18:43.000Z,new,,1788709,402862,new,,337,active,vehicle
2025-01-02T16:28:19.000Z,new,,1767348,402866,new,,GR45,active,vehicle
2025-01-02T16:28:31.000Z,new,,1761338,402867,new,,373,active,vehicle
2025-01-02T16:29:28.000Z,new,,1763179,402868,new,,373,active,vehicle
2025-01-02T16:29:38.000Z,new,,1723666,402869,new,,BH20,active,vehicle
2025-01-02T16:34:25.000Z,new,,1789211,402872,new,,342,active,vehicle
2025-01-02T16:43:41.000Z,new,,1788314,402879,new,,902,active,vehicle
2025-01-02T16:44:53.000Z,new,,1771203,402880,new,,904,active,vehicle
2025-01-02T16:45:21.000Z,new,,1437034,402881,new,,346,active,vehicle
2025-01-02T16:45:27.000Z,new,,1437034,402882,new,,33796 (Loaded Trailer),active,vehicle
2025-01-02T16:46:44.000Z,new,,1788517,402883,new,,323,active,vehicle
2025-01-02T16:46:47.000Z,new,,1788517,402884,new,,330,active,vehicle
2025-01-02T16:46:56.000Z,new,,1788517,402885,new,,31620,active,vehicle
2025-01-02T16:47:03.000Z,new,,1788517,402886,new,,33819 (Loaded Trailer),active,vehicle
2025-01-02T16:47:07.000Z,new,,1788517,402887,new,,33798,active,vehicle
2025-01-02T16:51:32.000Z,new,,1723757,402888,new,,323,active,vehicle
2025-01-02T17:01:51.000Z,new,,1767634,402890,new,,330,active,vehicle
2025-01-02T17:02:37.000Z,new,,1754161,402891,new,,346,active,vehicle
2025-01-02T17:02:46.000Z,new,,1754161,402892,new,,33796 (Loaded Trailer),active,vehicle
2025-01-02T17:02:47.000Z,new,,1767587,402893,new,,911,active,vehicle
2025-01-02T17:10:46.000Z,new,,1755071,402894,new,,BH40,active,vehicle
2025-01-02T17:12:00.000Z,new,,1696909,402895,new,,BH40,active,vehicle
2025-01-02T17:21:56.000Z,new,,1756716,402909,new,,323,active,vehicle
2025-01-02T17:36:57.000Z,new,,1723538,402919,new,,323,active,vehicle
2025-01-02T17:37:14.000Z,new,,1756519,402920,new,,459,active,vehicle
2025-01-02T17:43:41.000Z,new,,1691998,402921,new,,406,active,vehicle
2025-01-02T17:44:46.000Z,new,,1765934,402922,new,,376,active,vehicle
2025-01-02T17:44:54.000Z,new,,1765934,402923,new,,33804,active,vehicle
2025-01-02T17:47:47.000Z,new,,1780655,402924,new,,376,active,vehicle
2025-01-02T17:47:56.000Z,new,,1780655,402925,new,,33804,active,vehicle
2025-01-02T17:49:04.000Z,new,,1698277,402926,new,,406,active,vehicle
2025-01-02T17:51:13.000Z,new,,1766018,402927,new,,376,active,vehicle
2025-01-02T17:51:33.000Z,new,,1766018,402928,new,,33804,active,vehicle
2025-01-02T17:53:52.000Z,new,,1739108,402929,new,,368,active,vehicle
2025-01-02T17:53:54.000Z,new,,1767276,402930,new,,BH27,active,vehicle
2025-01-02T17:54:15.000Z,new,,1767449,402931,new,,BH27,active,vehicle
2025-01-02T17:54:29.000Z,new,,1767654,402932,new,,BH27,active,vehicle
2025-01-02T18:01:10.000Z,new,,1761178,402967,new,,367,active,vehicle
2025-01-02T18:02:20.000Z,new,,1680137,402975,new,,352,active,vehicle
2025-01-02T18:03:05.000Z,new,,1680006,402983,new,,342,active,vehicle
2025-01-02T18:04:23.000Z,new,,1679973,402996,new,,342,active,vehicle
2025-01-02T18:04:43.000Z,new,,1767383,403000,new,,EX20,active,vehicle
2025-01-02T18:05:58.000Z,new,,1767475,403013,new,,GR45,active,vehicle
2025-01-02T18:06:13.000Z,new,,1680139,403016,new,,342,active,vehicle
2025-01-02T18:06:29.000Z,new,,1717585,403019,new,,325,active,vehicle
2025-01-02T18:06:32.000Z,new,,1767420,403021,new,,BH20,active,vehicle
2025-01-02T18:06:37.000Z,new,,1717585,403022,new,,33821,active,vehicle
2025-01-02T18:06:57.000Z,new,,1767540,403027,new,,EX20,active,vehicle
2025-01-02T18:07:08.000Z,new,,1738433,403029,new,,PL02,active,vehicle
2025-01-02T18:07:38.000Z,new,,1679975,403034,new,,342,active,vehicle
2025-01-02T18:08:12.000Z,new,,1689054,403038,new,,342,active,vehicle
2025-01-02T18:08:14.000Z,new,,1738434,403040,new,,PL02,active,vehicle
2025-01-02T18:08:19.000Z,new,,1689054,403041,new,,31956,active,vehicle
2025-01-02T18:09:31.000Z,new,,1763158,403048,new,,392,active,vehicle
2025-01-02T18:09:35.000Z,new,,1763158,403049,new,,31987,active,vehicle
2025-01-02T18:09:57.000Z,new,,1761470,403052,new,,361,active,vehicle
2025-01-02T18:10:18.000Z,new,,1761470,403055,new,,33793,active,vehicle
2025-01-02T18:11:44.000Z,new,,1764355,403066,new,,361,active,vehicle
2025-01-02T18:16:14.000Z,new,,1775327,403098,new,,911,active,vehicle
2025-01-02T20:40:13.000Z,new,2025-01-02T20:39:51.000Z,1775395,403099,new,,908,active,vehicle
2025-01-02T18:24:35.000Z,new,,1767884,403110,new,,368,active,vehicle
2025-01-02T18:45:15.000Z,new,,1774127,403153,new,,373,active,vehicle
2025-01-02T18:46:05.000Z,new,,1761372,403157,new,,373,active,vehicle
2025-01-02T18:46:27.000Z,new,,1761372,403158,new,,31578 (Loaded Trailer),active,vehicle
2025-01-02T18:46:32.000Z,new,,1771289,403159,new,,GR37,active,vehicle
2025-01-02T18:55:16.000Z,new,,1770417,403169,new,,EX28,active,vehicle
2025-01-02T19:02:17.000Z,new,,1772196,403176,new,,355,active,vehicle
2025-01-02T19:02:24.000Z,new,,1772196,403177,new,,31623,active,vehicle
2025-01-02T19:10:00.000Z,new,,1756638,403180,new,,406,active,vehicle
2025-01-02T19:10:09.000Z,new,,1756638,403181,new,,33821,active,vehicle
2025-01-02T19:10:40.000Z,new,,1748409,403182,new,,327,active,vehicle
2025-01-02T19:10:46.000Z,new,,1748409,403183,new,,33805,active,vehicle
2025-01-02T19:21:35.000Z,new,,1738087,403220,new,,Classroom,active,vehicle
2025-01-02T19:28:13.000Z,new,,1739658,403271,new,,BH40,active,vehicle
2025-01-02T19:30:34.000Z,new,,1400943,403297,new,,BH40,active,vehicle
2025-01-02T19:48:25.000Z,new,,1789816,403348,new,,387,active,vehicle
2025-01-02T19:48:57.000Z,new,,1767894,403349,new,,368,active,vehicle
2025-01-02T19:49:05.000Z,new,,1767894,403350,new,,33835,active,vehicle
2025-01-02T19:49:34.000Z,new,,1789815,403351,new,,387,active,vehicle
2025-01-02T19:49:41.000Z,new,,1789815,403352,new,,31958,active,vehicle
2025-01-02T19:50:14.000Z,new,,1772201,403353,new,,368,active,vehicle
2025-01-02T19:50:21.000Z,new,,1772201,403354,new,,33835,active,vehicle
2025-01-02T20:01:20.000Z,new,,1706450,403364,new,,406,active,vehicle
2025-01-02T20:03:56.000Z,new,,1768012,403365,new,,343,active,vehicle
2025-01-02T20:04:35.000Z,new,,1768085,403366,new,,343,active,vehicle
2025-01-02T20:05:34.000Z,new,,1768292,403367,new,,343,active,vehicle
2025-01-02T20:05:52.000Z,new,,1761383,403370,new,,373,active,vehicle
2025-01-02T20:06:04.000Z,new,,1767981,403371,new,,343,active,vehicle
2025-01-02T20:06:11.000Z,new,,1761383,403372,new,,31578 (Loaded Trailer),active,vehicle
2025-01-02T20:06:40.000Z,new,,1768550,403373,new,,343,active,vehicle
2025-01-02T20:14:22.000Z,new,,1771602,403374,new,,PL05,active,vehicle
2025-01-02T20:17:43.000Z,new,,1770418,403375,new,,EX28,active,vehicle
2025-01-02T20:19:42.000Z,new,,1771603,403376,new,,PL05,active,vehicle
2025-01-02T20:38:13.000Z,new,,1691741,403385,new,,Classroom,active,vehicle
2025-01-02T20:38:18.000Z,new,,1775754,403386,new,,355,active,vehicle
2025-01-02T20:38:25.000Z,new,,1775754,403387,new,,31623,active,vehicle
2025-01-02T20:41:39.000Z,new,,1782511,403390,new,,327,active,vehicle
2025-01-02T20:53:57.000Z,new,,1767195,403391,new,,330,active,vehicle
2025-01-02T21:00:06.000Z,new,,1767195,403401,new,,33819 (Loaded Trailer),active,vehicle
2025-01-02T21:02:12.000Z,new,,1763200,403405,new,,392,active,vehicle
2025-01-02T21:02:53.000Z,new,,1763200,403407,new,,31987,active,vehicle
2025-01-02T21:08:13.000Z,new,,1775886,403409,new,,BD36,active,vehicle
2025-01-02T21:10:12.000Z,new,,1673507,403410,new,,325,active,vehicle
2025-01-02T21:10:24.000Z,new,,1673507,403411,new,,33821,active,vehicle
2025-01-02T21:23:58.000Z,new,,1775887,403416,new,,BD36,active,vehicle
2025-01-02T21:27:04.000Z,new,,1775888,403417,new,,BD36,active,vehicle
2025-01-02T21:33:38.000Z,new,,1400942,403420,new,,BH40,active,vehicle
2025-01-02T21:46:40.000Z,new,,1770363,403421,new,,EX15,active,vehicle
2025-01-02T21:47:22.000Z,new,,1767656,403422,new,,BD33,active,vehicle
2025-01-02T21:50:03.000Z,new,,1770362,403423,new,,EX15,active,vehicle
2025-01-02T21:50:40.000Z,new,,1767655,403424,new,,BH27,active,vehicle
2025-01-02T21:51:28.000Z,new,,1767450,403425,new,,BH27,active,vehicle
2025-01-02T21:55:38.000Z,new,,1771683,403426,new,,355,active,vehicle
2025-01-02T21:55:45.000Z,new,,1771683,403427,new,,31623,active,vehicle
2025-01-02T22:03:42.000Z,new,,1771683,403428,new,,487042 (Loaded Trailer),active,vehicle
2025-01-02T22:20:38.000Z,new,,1760739,403429,new,,BD38,active,vehicle
2025-01-02T23:55:08.000Z,new,,1767251,403431,new,,393,active,vehicle
2025-01-03T00:59:32.000Z,new,,1694291,403432,new,,346,active,vehicle
2025-01-03T00:59:48.000Z,new,,1694291,403434,new,,33901,active,vehicle
2025-01-03T01:00:02.000Z,new,,1454148,403435,new,,346,active,vehicle
2025-01-03T01:00:21.000Z,new,,1778342,403437,new,,346,active,vehicle
2025-01-03T01:00:26.000Z,new,,1778342,403438,new,,33901,active,vehicle
2025-01-03T01:00:37.000Z,new,,1754207,403439,new,,346,active,vehicle
2025-01-03T01:00:42.000Z,new,,1754207,403440,new,,33901,active,vehicle
2025-01-03T01:16:36.000Z,new,2025-01-03T01:16:25.000Z,1759657,403441,new,,387,active,vehicle
2025-01-03T01:17:53.000Z,new,,1759657,403445,new,,31881 (Loaded Trailer),active,vehicle
2025-01-03T01:20:01.000Z,new,,1760121,403446,new,,387,active,vehicle
2025-01-03T01:22:38.000Z,new,,1759597,403447,new,,31881 (Loaded Trailer),active,vehicle
2025-01-03T10:45:29.000Z,new,,1752979,403449,new,,346,active,vehicle
2025-01-03T10:45:36.000Z,new,,1752979,403450,new,,33901,active,vehicle
2025-01-03T10:56:24.000Z,new,,1760782,403452,new,,325,active,vehicle
2025-01-03T10:56:30.000Z,new,,1760782,403453,new,,33821,active,vehicle
2025-01-03T11:12:29.000Z,new,,1717620,403454,new,,325,active,vehicle
2025-01-03T11:42:12.000Z,new,,1765935,403455,new,,376,active,vehicle
2025-01-03T11:42:22.000Z,new,,1765935,403456,new,,33804,active,vehicle
2025-01-03T11:42:39.000Z,new,,1765987,403457,new,,376,active,vehicle
2025-01-03T11:43:07.000Z,new,,1766055,403458,new,,376,active,vehicle
2025-01-03T11:43:41.000Z,new,,1766152,403459,new,,376,active,vehicle
2025-01-03T11:44:22.000Z,new,,1765937,403460,new,,376,active,vehicle
2025-01-03T11:44:58.000Z,new,,1766154,403461,new,,376,active,vehicle
2025-01-03T11:47:26.000Z,new,,1767949,403464,new,,368,active,vehicle
2025-01-03T11:48:00.000Z,new,,1739116,403465,new,,368,active,vehicle
2025-01-03T11:57:15.000Z,new,,1746956,403466,new,,902,active,vehicle
2025-01-03T11:57:29.000Z,new,,1790777,403467,new,,Classroom,active,vehicle
2025-01-03T12:00:54.000Z,new,,1767277,403468,new,,BH27,active,vehicle
2025-01-03T12:01:36.000Z,new,,1767657,403469,new,,BD33,active,vehicle
2025-01-03T12:02:01.000Z,new,,1767907,403470,new,,384,active,vehicle
2025-01-03T12:02:09.000Z,new,,1767907,403471,new,,206039 (Loaded Trailer),active,vehicle
2025-01-03T12:02:43.000Z,new,,1752008,403472,new,,345,active,vehicle
2025-01-03T12:04:30.000Z,new,,1752006,403473,new,,345,active,vehicle
2025-01-03T12:04:43.000Z,new,,1788198,403474,new,,345,active,vehicle
2025-01-03T12:05:04.000Z,new,,1773336,403475,new,,327,active,vehicle
2025-01-03T12:05:11.000Z,new,,1773336,403476,new,,33805,active,vehicle
2025-01-03T12:07:28.000Z,new,,1771439,403477,new,,338,active,vehicle
2025-01-03T12:08:08.000Z,new,,1768372,403478,new,,343,active,vehicle
2025-01-03T12:10:14.000Z,new,,1768432,403479,new,,911,active,vehicle
2025-01-03T12:10:26.000Z,new,,1768432,403480,new,,31481,active,vehicle
2025-01-03T12:15:02.000Z,new,,1778799,403483,new,,358,active,vehicle
2025-01-03T12:15:16.000Z,new,,1778799,403484,new,,31642 (Loaded Trailer),active,vehicle
2025-01-03T12:29:38.000Z,new,,1761311,403497,new,,373,active,vehicle
2025-01-03T12:30:14.000Z,new,,1761311,403498,new,,31578 (Loaded Trailer),active,vehicle
2025-01-03T12:30:55.000Z,new,,1761379,403499,new,,373,active,vehicle
2025-01-03T12:31:32.000Z,new,,1761394,403500,new,,373,active,vehicle
2025-01-03T12:33:58.000Z,new,,1454148,403506,new,,33796 (Loaded Trailer),active,vehicle
2025-01-03T12:33:58.000Z,new,,1691727,403507,new,,Classroom,active,vehicle
2025-01-03T12:39:53.000Z,new,,1699241,403510,new,,387,active,vehicle
2025-01-03T12:40:03.000Z,new,,1789081,403511,new,,356,active,vehicle
2025-01-03T12:40:25.000Z,new,,1699241,403512,new,,31958,active,vehicle
2025-01-03T12:42:25.000Z,new,,1766944,403519,new,,330,active,vehicle
2025-01-03T12:42:34.000Z,new,,1766944,403521,new,,31620,active,vehicle
2025-01-03T12:45:46.000Z,new,,1767635,403525,new,,911,active,vehicle
2025-01-03T12:46:09.000Z,new,,1767648,403526,new,,911,active,vehicle
2025-01-03T12:46:32.000Z,new,,1767653,403527,new,,911,active,vehicle
2025-01-03T12:47:13.000Z,new,,1767574,403528,new,,911,active,vehicle
2025-01-03T12:57:46.000Z,new,,1776217,403568,new,,355,active,vehicle
2025-01-03T12:57:52.000Z,new,,1764245,403569,new,,361,active,vehicle
2025-01-03T12:58:00.000Z,new,,1776217,403570,new,,31623,active,vehicle
2025-01-03T13:00:46.000Z,new,,1722952,403583,new,,327,active,vehicle
2025-01-03T13:00:52.000Z,new,,1722952,403584,new,,33805,active,vehicle
2025-01-03T13:12:40.000Z,new,,1771439,403594,new,,33902,active,vehicle
2025-01-03T13:15:03.000Z,new,,1769063,403596,new,,BD15,active,vehicle
2025-01-03T13:16:05.000Z,new,,1769174,403597,new,,Observation,active,vehicle
2025-01-03T13:17:18.000Z,new,,1769175,403598,new,,Observation,active,vehicle
2025-01-03T13:19:16.000Z,new,,1778117,403599,new,,396,active,vehicle
2025-01-03T13:20:14.000Z,new,,1778117,403600,new,,33837,active,vehicle
2025-01-03T13:22:58.000Z,new,,1746958,403601,new,,902,active,vehicle
2025-01-03T13:24:09.000Z,new,,1757006,403602,new,,396,active,vehicle
2025-01-03T13:24:16.000Z,new,,1757006,403603,new,,33837,active,vehicle
2025-01-03T13:26:36.000Z,new,,1671521,403610,new,,406,active,vehicle
2025-01-03T13:41:08.000Z,new,,1771165,403617,new,,Observation,active,vehicle
2025-01-03T13:41:39.000Z,new,,1771355,403620,new,,Observation,active,vehicle
2025-01-03T13:42:30.000Z,new,,1771604,403621,new,,PL05,active,vehicle
2025-01-03T13:44:57.000Z,new,,1771470,403622,new,,EX28,active,vehicle
2025-01-03T13:46:07.000Z,new,,1771433,403623,new,,BH22,active,vehicle
2025-01-03T13:49:06.000Z,new,,1756747,403624,new,,323,active,vehicle
2025-01-03T13:49:39.000Z,new,,1756747,403625,new,,33821,active,vehicle
2025-01-03T14:00:23.000Z,new,,1748719,403626,new,,325,active,vehicle
2025-01-03T14:00:29.000Z,new,,1748719,403627,new,,33821,active,vehicle
2025-01-03T14:40:08.000Z,new,,1671521,403669,new,,31520 (Loaded Trailer),active,vehicle
2025-01-03T14:44:32.000Z,new,,1792230,403678,new,,381,active,vehicle
2025-01-03T14:45:41.000Z,new,,1780754,403685,new,,406,active,vehicle
2025-01-03T14:45:49.000Z,new,,1780754,403686,new,,31520 (Loaded Trailer),active,vehicle
2025-01-03T14:45:54.000Z,new,,1767956,403687,new,,368,active,vehicle
2025-01-03T14:47:10.000Z,new,,1434010,403693,new,,406,active,vehicle
2025-01-03T14:47:18.000Z,new,,1434010,403694,new,,31520 (Loaded Trailer),active,vehicle
2025-01-03T14:49:13.000Z,new,,1749732,403705,new,,392,active,vehicle
2025-01-03T14:49:56.000Z,new,,1749732,403708,new,,31987,active,vehicle
2025-01-03T14:51:36.000Z,new,,1770688,403718,new,,Observation,active,vehicle
2025-01-03T14:52:22.000Z,new,,1737366,403721,new,,Observation,active,vehicle
2025-01-03T14:53:51.000Z,new,,1769273,403723,new,,Observation,active,vehicle
2025-01-03T14:55:01.000Z,new,,1769102,403724,new,,GR22,active,vehicle
2025-01-03T14:55:52.000Z,new,,1761355,403725,new,,373,active,vehicle
